cycle_date,device_type,firmware_from,firmware_to,region,test_pass_rate,schema_drift_events,upgrade_duration_actual_min,post_upgrade_incidents_30d,outage_occurred,outage_severity
2025-07-12,CaaS-Node-Type-B,23.12,24.06,Southwest,0.892,0,263,0,False,none
2025-07-13,CaaS-Node-Type-B,24.01,24.12,Northwest,0.906,0,304,0,False,none
2025-07-13,CaaS-Node-Type-C,22.12,23.06,Northeast,0.88,0,326,0,False,none
2025-07-13,CaaS-Node-Type-C,23.06,23.12,Southeast,0.956,0,224,2,False,none
2025-07-14,CaaS-Node-Type-C,23.12,24.01,South_Central,0.892,0,274,0,False,none
2025-07-14,CaaS-Node-Type-C,23.06,23.12,Southwest,0.902,0,241,1,False,none
2025-07-14,CaaS-Node-Type-B,24.01,24.06,Southeast,0.891,0,156,1,False,none
2025-07-14,CaaS-Node-Type-B,22.12,23.06,Southwest,0.893,1,232,0,False,none
2025-07-15,CaaS-Node-Type-A,22.12,23.06,Northeast,0.852,3,252,0,False,none
2025-07-15,CaaS-Node-Type-C,22.12,23.12,Northeast,0.877,1,328,3,False,none
2025-07-15,CaaS-Node-Type-B,23.06,24.01,Northeast,0.55,0,215,4,False,none
2025-07-16,CaaS-Node-Type-C,23.12,24.06,Northeast,0.846,0,243,8,False,none
2025-07-17,CaaS-Node-Type-B,22.12,23.06,Northeast,0.805,0,163,5,False,none
2025-07-17,CaaS-Node-Type-C,24.06,24.12,Southeast,0.934,1,374,0,False,none
2025-07-18,CaaS-Node-Type-B,23.06,23.12,Northwest,0.55,0,235,1,False,none
2025-07-18,CaaS-Node-Type-C,23.12,24.01,Southeast,0.89,0,266,8,False,none
2025-07-19,CaaS-Node-Type-C,23.06,24.01,Midwest,0.9,3,250,4,False,none
2025-07-20,CaaS-Node-Type-B,23.12,24.01,Northwest,0.875,2,357,2,False,none
2025-07-20,CaaS-Node-Type-A,22.12,23.12,Northeast,0.889,0,157,1,False,none
2025-07-20,CaaS-Node-Type-A,23.06,23.12,Northwest,0.905,0,148,0,False,none
2025-07-20,CaaS-Node-Type-A,22.12,23.06,Midwest,0.901,2,358,0,False,none
2025-07-21,CaaS-Node-Type-A,23.06,24.01,Southwest,0.952,1,275,1,False,none
2025-07-21,CaaS-Node-Type-A,24.01,24.12,Northwest,0.96,1,158,12,True,minor
2025-07-21,CaaS-Node-Type-A,22.12,23.06,Northeast,0.838,2,183,2,False,none
2025-07-21,CaaS-Node-Type-B,23.12,24.06,Southeast,0.918,1,314,1,False,none
2025-07-21,CaaS-Node-Type-B,24.06,24.12,Northwest,0.879,2,238,1,False,none
2025-07-22,CaaS-Node-Type-B,23.06,24.01,Midwest,0.55,1,312,0,False,none
2025-07-22,CaaS-Node-Type-B,23.12,24.01,Southwest,0.87,0,261,1,False,none
2025-07-22,CaaS-Node-Type-B,24.01,24.12,Midwest,0.883,1,285,0,False,none
2025-07-23,CaaS-Node-Type-C,24.06,24.12,Southwest,0.935,0,239,2,False,none
2025-07-23,CaaS-Node-Type-A,23.06,23.12,Midwest,0.958,1,208,8,False,none
2025-07-24,CaaS-Node-Type-C,24.01,24.12,Southeast,0.932,0,182,3,False,none
2025-07-24,CaaS-Node-Type-B,23.06,24.01,Northeast,0.55,0,173,5,False,none
2025-07-25,CaaS-Node-Type-A,23.06,24.01,Northeast,0.865,3,350,0,False,none
2025-07-26,CaaS-Node-Type-C,23.06,23.12,Northeast,0.904,0,137,3,False,none
2025-07-26,CaaS-Node-Type-A,23.06,23.12,Northeast,0.879,0,148,1,False,none
2025-07-26,CaaS-Node-Type-A,23.12,24.06,Northwest,0.946,1,128,1,False,none
2025-07-27,CaaS-Node-Type-A,23.12,24.06,Southwest,0.884,0,318,0,False,none
2025-07-27,CaaS-Node-Type-C,23.12,24.06,Southeast,0.906,2,122,0,False,none
2025-07-27,CaaS-Node-Type-C,23.12,24.06,Northwest,0.883,0,224,1,False,none
2025-07-27,CaaS-Node-Type-A,23.12,24.06,South_Central,0.922,0,371,0,False,none
2025-07-27,CaaS-Node-Type-A,23.06,24.01,Northeast,0.854,0,351,0,False,none
2025-07-27,CaaS-Node-Type-A,22.12,23.12,Northeast,0.863,0,318,2,False,none
2025-07-28,CaaS-Node-Type-C,22.12,23.06,Southwest,0.894,0,190,0,False,none
2025-07-29,CaaS-Node-Type-A,23.12,24.01,Midwest,0.936,0,336,8,False,none
2025-07-29,CaaS-Node-Type-A,23.06,23.12,Southwest,0.927,0,242,1,False,none
2025-07-29,CaaS-Node-Type-A,23.12,24.06,Southwest,0.927,0,275,2,False,none
2025-07-29,CaaS-Node-Type-B,23.06,23.12,Midwest,0.55,1,204,12,True,minor
2025-07-30,CaaS-Node-Type-B,24.01,24.06,South_Central,0.914,0,165,0,False,none
2025-07-30,CaaS-Node-Type-C,23.12,24.01,South_Central,0.941,1,355,0,False,none
2025-07-31,CaaS-Node-Type-C,22.12,23.06,Southeast,0.916,0,121,2,False,none
2025-07-31,CaaS-Node-Type-B,24.01,24.12,Southeast,0.877,0,335,0,False,none
2025-08-02,CaaS-Node-Type-C,24.01,24.12,Northeast,0.902,0,352,0,False,none
2025-08-02,CaaS-Node-Type-B,23.06,23.12,Northeast,0.55,0,286,0,False,none
2025-08-02,CaaS-Node-Type-A,24.01,24.12,Southeast,0.953,0,203,2,False,none
2025-08-02,CaaS-Node-Type-B,23.12,24.01,Southwest,0.897,0,300,0,False,none
2025-08-02,CaaS-Node-Type-A,24.06,24.12,South_Central,0.931,0,261,0,False,none
2025-08-03,CaaS-Node-Type-B,24.01,24.12,Southeast,0.877,0,289,3,False,none
2025-08-03,CaaS-Node-Type-A,24.01,24.06,Southwest,0.894,0,354,2,False,none
2025-08-04,CaaS-Node-Type-A,24.06,24.12,Midwest,0.884,0,201,1,False,none
2025-08-04,CaaS-Node-Type-C,22.12,23.06,Southeast,0.938,1,234,0,False,none
2025-08-05,CaaS-Node-Type-B,22.12,23.12,Northwest,0.901,0,290,3,False,none
2025-08-05,CaaS-Node-Type-A,23.12,24.01,Southwest,0.957,0,233,8,False,none
2025-08-05,CaaS-Node-Type-C,22.12,23.06,Midwest,0.904,0,213,0,False,none
2025-08-06,CaaS-Node-Type-A,24.01,24.12,Northwest,0.884,1,142,0,False,none
2025-08-06,CaaS-Node-Type-B,24.01,24.12,South_Central,0.853,0,173,0,False,none
2025-08-06,CaaS-Node-Type-C,22.12,23.12,South_Central,0.906,0,124,0,False,none
2025-08-06,CaaS-Node-Type-B,22.12,23.12,Midwest,0.896,1,228,5,False,none
2025-08-06,CaaS-Node-Type-A,24.06,24.12,Southeast,0.897,2,217,1,False,none
2025-08-06,CaaS-Node-Type-A,22.12,23.06,Northeast,0.837,0,141,0,False,none
2025-08-07,CaaS-Node-Type-A,23.12,24.01,Northeast,0.874,0,313,0,False,none
2025-08-07,CaaS-Node-Type-B,24.06,24.12,Southwest,0.893,1,333,1,False,none
2025-08-07,CaaS-Node-Type-B,23.06,24.01,Northwest,0.55,0,301,0,False,none
2025-08-07,CaaS-Node-Type-B,22.12,23.06,Southeast,0.862,0,323,0,False,none
2025-08-07,CaaS-Node-Type-B,23.12,24.01,Southeast,0.868,1,305,4,False,none
2025-08-08,CaaS-Node-Type-C,23.06,23.12,Midwest,0.911,0,271,5,False,none
2025-08-08,CaaS-Node-Type-B,22.12,23.12,Northeast,0.853,0,244,3,False,none
2025-08-08,CaaS-Node-Type-A,24.01,24.06,Midwest,0.958,0,194,4,False,none
2025-08-08,CaaS-Node-Type-A,22.12,23.12,Northeast,0.89,0,200,3,False,none
2025-08-09,CaaS-Node-Type-B,22.12,23.06,Northwest,0.864,0,259,1,False,none
2025-08-09,CaaS-Node-Type-B,22.12,23.12,Southwest,0.888,0,239,0,False,none
2025-08-09,CaaS-Node-Type-B,24.01,24.06,Southeast,0.919,0,217,0,False,none
2025-08-10,CaaS-Node-Type-C,22.12,23.06,Midwest,0.91,1,185,2,False,none
2025-08-10,CaaS-Node-Type-A,23.06,24.01,Southwest,0.954,1,180,0,False,none
2025-08-10,CaaS-Node-Type-B,22.12,23.06,Midwest,0.853,1,260,1,False,none
2025-08-10,CaaS-Node-Type-B,24.06,24.12,South_Central,0.897,2,242,0,False,none
2025-08-10,CaaS-Node-Type-B,22.12,23.06,Northwest,0.902,0,379,2,False,none
2025-08-10,CaaS-Node-Type-A,24.01,24.12,Southwest,0.96,0,176,0,False,none
2025-08-11,CaaS-Node-Type-A,24.06,24.12,Northwest,0.931,3,294,0,False,none
2025-08-11,CaaS-Node-Type-A,22.12,23.06,Southwest,0.928,1,268,0,False,none
2025-08-13,CaaS-Node-Type-A,22.12,23.12,Southwest,0.897,0,296,5,False,none
2025-08-14,CaaS-Node-Type-C,23.06,24.01,Southwest,0.952,0,312,3,False,none
2025-08-15,CaaS-Node-Type-B,24.01,24.06,Northeast,0.842,0,370,0,False,none
2025-08-16,CaaS-Node-Type-B,24.01,24.06,Southeast,0.875,0,144,0,False,none
2025-08-17,CaaS-Node-Type-B,23.06,23.12,Midwest,0.55,1,127,0,False,none
2025-08-17,CaaS-Node-Type-C,24.01,24.12,Southeast,0.905,0,122,1,False,none
2025-08-17,CaaS-Node-Type-B,23.12,24.06,Southwest,0.876,0,366,0,False,none
2025-08-18,CaaS-Node-Type-B,23.12,24.01,Southwest,0.864,0,208,0,False,none
2025-08-18,CaaS-Node-Type-C,22.12,23.12,Northwest,0.885,0,254,5,False,none
2025-08-18,CaaS-Node-Type-A,24.01,24.06,Northeast,0.909,1,243,1,False,none
2025-08-19,CaaS-Node-Type-B,24.01,24.06,Midwest,0.916,0,165,0,False,none
2025-08-21,CaaS-Node-Type-B,24.01,24.06,Northeast,0.802,1,342,2,False,none
2025-08-21,CaaS-Node-Type-B,23.12,24.01,Northeast,0.844,0,158,0,False,none
2025-08-22,CaaS-Node-Type-B,24.06,24.12,Midwest,0.909,2,323,1,False,none
2025-08-22,CaaS-Node-Type-A,23.06,23.12,Midwest,0.953,0,287,0,False,none
2025-08-22,CaaS-Node-Type-B,24.01,24.12,Southwest,0.889,1,138,2,False,none
2025-08-22,CaaS-Node-Type-C,22.12,23.12,Northwest,0.905,3,340,2,False,none
2025-08-23,CaaS-Node-Type-C,23.12,24.06,Southwest,0.905,3,330,5,False,none
2025-08-23,CaaS-Node-Type-C,23.12,24.01,Midwest,0.942,0,194,5,False,none
2025-08-23,CaaS-Node-Type-B,23.12,24.01,Southeast,0.888,0,251,0,False,none
2025-08-24,CaaS-Node-Type-C,23.06,24.01,Southeast,0.934,1,291,0,False,none
2025-08-24,CaaS-Node-Type-C,24.01,24.12,Southeast,0.907,1,200,2,False,none
2025-08-24,CaaS-Node-Type-C,23.12,24.01,Northeast,0.847,0,220,5,False,none
2025-08-25,CaaS-Node-Type-C,22.12,23.06,Northwest,0.939,0,291,0,False,none
2025-08-25,CaaS-Node-Type-C,24.01,24.12,Northwest,0.892,1,188,1,False,none
2025-08-25,CaaS-Node-Type-A,22.12,23.12,Northeast,0.882,0,178,0,False,none
2025-08-27,CaaS-Node-Type-C,24.06,24.12,Northeast,0.852,0,289,0,False,none
2025-08-28,CaaS-Node-Type-C,23.12,24.06,Northwest,0.891,0,206,1,False,none
2025-08-28,CaaS-Node-Type-C,24.01,24.06,Northwest,0.884,0,363,0,False,none
2025-08-28,CaaS-Node-Type-B,24.01,24.12,Midwest,0.88,1,160,0,False,none
2025-08-29,CaaS-Node-Type-C,23.12,24.06,Southwest,0.936,0,344,3,False,none
2025-08-29,CaaS-Node-Type-B,24.01,24.12,South_Central,0.853,0,362,2,False,none
2025-08-29,CaaS-Node-Type-C,22.12,23.06,Northeast,0.848,0,277,2,False,none
2025-08-30,CaaS-Node-Type-B,24.01,24.12,Southeast,0.907,2,307,12,True,minor
2025-08-30,CaaS-Node-Type-C,24.01,24.12,Northwest,0.906,0,325,1,False,none
2025-08-30,CaaS-Node-Type-C,23.12,24.06,Southwest,0.944,0,302,2,False,none
2025-08-30,CaaS-Node-Type-A,23.06,24.01,Northeast,0.884,0,367,2,False,none
2025-08-30,CaaS-Node-Type-C,22.12,23.12,Northwest,0.946,0,156,1,False,none
2025-08-31,CaaS-Node-Type-B,23.12,24.06,Southeast,0.912,0,313,2,False,none
2025-08-31,CaaS-Node-Type-A,23.12,24.06,Northwest,0.886,1,160,1,False,none
2025-09-01,CaaS-Node-Type-B,22.12,23.12,Southeast,0.887,1,340,5,False,none
2025-09-01,CaaS-Node-Type-C,23.12,24.06,Southeast,0.936,0,232,0,False,none
2025-09-01,CaaS-Node-Type-B,23.12,24.01,Midwest,0.877,0,202,1,False,none
2025-09-01,CaaS-Node-Type-C,24.01,24.12,Southeast,0.924,0,246,1,False,none
2025-09-02,CaaS-Node-Type-C,24.01,24.12,Northeast,0.864,1,124,0,False,none
2025-09-02,CaaS-Node-Type-B,22.12,23.12,Northwest,0.85,0,316,0,False,none
2025-09-02,CaaS-Node-Type-B,23.06,24.01,South_Central,0.55,0,199,0,False,none
2025-09-02,CaaS-Node-Type-B,24.06,24.12,Northeast,0.809,0,265,2,False,none
2025-09-03,CaaS-Node-Type-A,23.12,24.01,Midwest,0.957,0,211,0,False,none
2025-09-03,CaaS-Node-Type-B,23.06,23.12,Southwest,0.55,1,320,3,False,none
2025-09-04,CaaS-Node-Type-B,22.12,23.12,Northwest,0.86,2,237,5,False,none
2025-09-05,CaaS-Node-Type-B,22.12,23.06,South_Central,0.876,0,299,3,False,none
2025-09-06,CaaS-Node-Type-C,23.12,24.06,South_Central,0.89,3,300,1,False,none
2025-09-06,CaaS-Node-Type-B,24.01,24.12,Southeast,0.888,0,308,1,False,none
2025-09-07,CaaS-Node-Type-C,22.12,23.12,Northwest,0.94,2,211,1,False,none
2025-09-07,CaaS-Node-Type-C,24.01,24.12,Midwest,0.92,2,134,2,False,none
2025-09-07,CaaS-Node-Type-A,22.12,23.06,Northeast,0.888,0,177,2,False,none
2025-09-07,CaaS-Node-Type-C,23.12,24.01,Southeast,0.953,0,214,0,False,none
2025-09-07,CaaS-Node-Type-B,22.12,23.12,Southeast,0.891,2,333,1,False,none
2025-09-08,CaaS-Node-Type-B,22.12,23.06,Southeast,0.878,2,327,2,False,none
2025-09-08,CaaS-Node-Type-A,23.12,24.01,Southeast,0.92,0,347,2,False,none
2025-09-08,CaaS-Node-Type-C,22.12,23.06,Northeast,0.908,0,234,1,False,none
2025-09-09,CaaS-Node-Type-C,23.12,24.06,Northeast,0.89,0,210,0,False,none
2025-09-10,CaaS-Node-Type-A,23.06,24.01,Southwest,0.914,0,277,3,False,none
2025-09-10,CaaS-Node-Type-A,23.06,24.01,South_Central,0.907,1,303,0,False,none
2025-09-10,CaaS-Node-Type-A,24.01,24.12,Midwest,0.931,0,357,1,False,none
2025-09-11,CaaS-Node-Type-B,23.06,23.12,Southwest,0.55,0,264,0,False,none
2025-09-12,CaaS-Node-Type-A,24.01,24.12,Northwest,0.943,0,300,0,False,none
2025-09-12,CaaS-Node-Type-A,24.01,24.12,Southwest,0.959,1,311,1,False,none
2025-09-12,CaaS-Node-Type-B,24.01,24.06,Northeast,0.868,1,295,0,False,none
2025-09-14,CaaS-Node-Type-C,23.06,23.12,Southwest,0.895,0,129,3,False,none
2025-09-14,CaaS-Node-Type-C,24.01,24.12,Midwest,0.926,0,221,0,False,none
2025-09-14,CaaS-Node-Type-C,23.12,24.01,Northeast,0.893,0,371,3,False,none
2025-09-16,CaaS-Node-Type-B,23.12,24.06,South_Central,0.871,1,370,2,False,none
2025-09-16,CaaS-Node-Type-C,24.01,24.06,Northeast,0.899,1,121,0,False,none
2025-09-16,CaaS-Node-Type-B,23.12,24.01,Northwest,0.878,1,326,0,False,none
2025-09-17,CaaS-Node-Type-C,24.06,24.12,Northwest,0.933,0,149,1,False,none
2025-09-17,CaaS-Node-Type-C,22.12,23.06,Midwest,0.947,0,120,0,False,none
2025-09-18,CaaS-Node-Type-B,23.12,24.01,Northeast,0.865,2,321,0,False,none
2025-09-19,CaaS-Node-Type-C,22.12,23.06,Northeast,0.892,2,262,3,False,none
2025-09-20,CaaS-Node-Type-B,23.06,24.01,Southeast,0.55,3,127,1,False,none
2025-09-20,CaaS-Node-Type-A,22.12,23.12,Southwest,0.888,2,339,2,False,none
2025-09-21,CaaS-Node-Type-A,23.12,24.06,Northwest,0.918,0,346,0,False,none
2025-09-21,CaaS-Node-Type-A,24.01,24.06,South_Central,0.898,0,347,1,False,none
2025-09-21,CaaS-Node-Type-A,23.06,24.01,Southeast,0.926,1,312,0,False,none
2025-09-21,CaaS-Node-Type-A,24.06,24.12,Northeast,0.84,0,279,3,False,none
2025-09-21,CaaS-Node-Type-C,23.12,24.06,Southwest,0.908,0,226,0,False,none
2025-09-22,CaaS-Node-Type-B,23.06,24.01,Midwest,0.55,0,323,0,False,none
2025-09-22,CaaS-Node-Type-B,22.12,23.06,Northeast,0.86,0,143,1,False,none
2025-09-22,CaaS-Node-Type-C,24.01,24.06,Northwest,0.951,0,144,12,True,major
2025-09-22,CaaS-Node-Type-C,22.12,23.12,Southeast,0.886,2,166,8,False,none
2025-09-22,CaaS-Node-Type-B,23.12,24.06,Northeast,0.822,1,229,2,False,none
2025-09-23,CaaS-Node-Type-A,23.12,24.01,South_Central,0.89,1,340,1,False,none
2025-09-23,CaaS-Node-Type-C,22.12,23.12,South_Central,0.911,2,290,1,False,none
2025-09-23,CaaS-Node-Type-B,23.06,24.01,Northwest,0.55,0,143,4,False,none
2025-09-24,CaaS-Node-Type-C,24.06,24.12,Midwest,0.883,3,200,0,False,none
2025-09-24,CaaS-Node-Type-B,22.12,23.12,Southwest,0.87,0,347,4,False,none
2025-09-25,CaaS-Node-Type-A,24.01,24.06,Midwest,0.907,0,139,2,False,none
2025-09-26,CaaS-Node-Type-C,24.01,24.12,Northeast,0.847,0,211,5,False,none
2025-09-26,CaaS-Node-Type-C,22.12,23.06,Southeast,0.952,0,323,1,False,none
2025-09-26,CaaS-Node-Type-B,23.12,24.01,Northeast,0.867,0,373,2,False,none
2025-09-27,CaaS-Node-Type-B,23.06,23.12,Southwest,0.55,0,314,3,False,none
2025-09-27,CaaS-Node-Type-B,23.12,24.06,Southeast,0.872,3,337,0,False,none
2025-09-29,CaaS-Node-Type-B,23.06,24.01,Northwest,0.55,0,326,1,False,none
2025-09-29,CaaS-Node-Type-A,23.06,24.01,South_Central,0.926,0,233,4,False,none
2025-09-30,CaaS-Node-Type-C,23.06,24.01,South_Central,0.95,0,322,4,False,none
2025-10-01,CaaS-Node-Type-C,22.12,23.12,Northwest,0.884,0,124,3,False,none
2025-10-02,CaaS-Node-Type-B,22.12,23.06,South_Central,0.891,0,345,4,False,none
2025-10-03,CaaS-Node-Type-B,23.06,24.01,Northeast,0.55,0,368,4,False,none
2025-10-04,CaaS-Node-Type-C,22.12,23.12,Midwest,0.948,1,333,0,False,none
2025-10-04,CaaS-Node-Type-A,24.01,24.12,Northwest,0.883,2,141,0,False,none
2025-10-06,CaaS-Node-Type-A,23.12,24.06,South_Central,0.904,0,170,3,False,none
2025-10-06,CaaS-Node-Type-A,22.12,23.06,Northwest,0.882,0,157,1,False,none
2025-10-06,CaaS-Node-Type-A,22.12,23.12,Midwest,0.91,0,256,0,False,none
2025-10-06,CaaS-Node-Type-B,23.12,24.06,Northeast,0.809,1,210,5,False,none
2025-10-06,CaaS-Node-Type-B,23.06,24.01,Southeast,0.55,0,231,1,False,none
2025-10-07,CaaS-Node-Type-C,24.01,24.06,Midwest,0.932,0,369,1,False,none
2025-10-07,CaaS-Node-Type-B,23.06,24.01,Midwest,0.55,0,126,4,False,none
2025-10-08,CaaS-Node-Type-A,24.01,24.06,Southeast,0.885,1,293,0,False,none
2025-10-09,CaaS-Node-Type-C,24.01,24.12,South_Central,0.89,2,178,0,False,none
2025-10-09,CaaS-Node-Type-C,23.06,24.01,Midwest,0.927,0,295,0,False,none
2025-10-09,CaaS-Node-Type-A,24.01,24.12,South_Central,0.884,0,156,2,False,none
2025-10-09,CaaS-Node-Type-B,22.12,23.12,Midwest,0.854,0,198,0,False,none
2025-10-10,CaaS-Node-Type-B,22.12,23.12,Southwest,0.913,0,304,5,False,none
2025-10-10,CaaS-Node-Type-B,24.01,24.06,South_Central,0.859,1,191,3,False,none
2025-10-11,CaaS-Node-Type-C,22.12,23.06,Southeast,0.885,0,150,1,False,none
2025-10-11,CaaS-Node-Type-C,23.06,24.01,South_Central,0.886,0,178,0,False,none
2025-10-11,CaaS-Node-Type-B,23.06,24.01,Midwest,0.55,0,272,1,False,none
2025-10-12,CaaS-Node-Type-B,23.06,24.01,Northeast,0.55,2,212,5,False,none
2025-10-12,CaaS-Node-Type-B,24.06,24.12,Northwest,0.899,0,377,5,False,none
2025-10-12,CaaS-Node-Type-B,23.06,24.01,Northeast,0.55,0,259,0,False,none
2025-10-12,CaaS-Node-Type-C,24.01,24.12,Midwest,0.944,0,305,2,False,none
2025-10-13,CaaS-Node-Type-A,23.12,24.01,Southwest,0.894,0,144,2,False,none
2025-10-14,CaaS-Node-Type-B,23.12,24.01,Midwest,0.902,0,294,0,False,none
2025-10-14,CaaS-Node-Type-B,22.12,23.12,Southwest,0.895,0,274,3,False,none
2025-10-14,CaaS-Node-Type-C,23.06,24.01,Southwest,0.898,0,152,0,False,none
2025-10-14,CaaS-Node-Type-B,24.01,24.06,Southeast,0.895,0,294,3,False,none
2025-10-15,CaaS-Node-Type-A,24.01,24.06,Midwest,0.887,0,307,0,False,none
2025-10-16,CaaS-Node-Type-A,23.06,23.12,Midwest,0.895,0,256,1,False,none
2025-10-16,CaaS-Node-Type-A,24.01,24.06,South_Central,0.913,0,343,2,False,none
2025-10-17,CaaS-Node-Type-A,23.12,24.01,Southeast,0.895,2,240,0,False,none
2025-10-18,CaaS-Node-Type-A,24.06,24.12,South_Central,0.927,0,337,5,False,none
2025-10-19,CaaS-Node-Type-C,22.12,23.12,Southeast,0.932,0,304,0,False,none
2025-10-19,CaaS-Node-Type-C,23.12,24.06,Northwest,0.945,3,378,0,False,none
2025-10-19,CaaS-Node-Type-B,24.01,24.06,South_Central,0.912,1,369,2,False,none
2025-10-20,CaaS-Node-Type-C,23.06,23.12,South_Central,0.886,0,194,3,False,none
2025-10-20,CaaS-Node-Type-A,24.06,24.12,Southwest,0.898,0,143,5,False,none
2025-10-21,CaaS-Node-Type-C,23.12,24.01,Midwest,0.925,0,178,8,False,none
2025-10-21,CaaS-Node-Type-A,22.12,23.12,Southeast,0.887,0,219,1,False,none
2025-10-21,CaaS-Node-Type-C,22.12,23.06,South_Central,0.96,1,329,0,False,none
2025-10-21,CaaS-Node-Type-A,23.12,24.01,South_Central,0.883,1,287,1,False,none
2025-10-22,CaaS-Node-Type-A,24.01,24.06,Midwest,0.958,0,376,1,False,none
2025-10-23,CaaS-Node-Type-B,23.06,24.01,South_Central,0.55,0,223,4,False,none
2025-10-23,CaaS-Node-Type-B,23.12,24.06,Southeast,0.871,0,262,1,False,none
2025-10-24,CaaS-Node-Type-C,23.06,23.12,Northeast,0.908,1,232,5,False,none
2025-10-24,CaaS-Node-Type-B,22.12,23.12,Northeast,0.854,1,127,0,False,none
2025-10-25,CaaS-Node-Type-A,23.06,23.12,Southwest,0.915,0,172,4,False,none
2025-10-25,CaaS-Node-Type-B,24.01,24.06,Southeast,0.919,0,336,2,False,none
2025-10-25,CaaS-Node-Type-B,24.06,24.12,South_Central,0.885,0,125,2,False,none
2025-10-25,CaaS-Node-Type-A,22.12,23.12,Northwest,0.938,0,171,0,False,none
2025-10-25,CaaS-Node-Type-B,23.12,24.01,Southwest,0.854,0,313,0,False,none
2025-10-26,CaaS-Node-Type-B,23.06,24.01,South_Central,0.55,1,344,0,False,none
2025-10-26,CaaS-Node-Type-A,22.12,23.12,Southeast,0.946,0,313,0,False,none
2025-10-26,CaaS-Node-Type-B,24.06,24.12,Southeast,0.862,0,190,2,False,none
2025-10-27,CaaS-Node-Type-C,24.01,24.12,Northeast,0.888,1,228,0,False,none
2025-10-27,CaaS-Node-Type-C,22.12,23.06,Southeast,0.933,1,363,1,False,none
2025-10-28,CaaS-Node-Type-A,22.12,23.12,Midwest,0.96,0,263,0,False,none
2025-10-28,CaaS-Node-Type-C,22.12,23.06,Northeast,0.888,3,210,1,False,none
2025-10-28,CaaS-Node-Type-C,24.06,24.12,South_Central,0.955,0,367,0,False,none
2025-10-29,CaaS-Node-Type-A,24.06,24.12,South_Central,0.923,1,215,2,False,none
2025-10-29,CaaS-Node-Type-C,22.12,23.06,Southeast,0.94,1,216,0,False,none
2025-10-30,CaaS-Node-Type-B,24.06,24.12,Midwest,0.861,0,362,0,False,none
2025-10-30,CaaS-Node-Type-B,22.12,23.12,Southwest,0.871,0,184,0,False,none
2025-10-30,CaaS-Node-Type-A,22.12,23.12,South_Central,0.918,0,157,4,False,none
2025-10-30,CaaS-Node-Type-A,24.01,24.12,South_Central,0.931,0,161,3,False,none
2025-10-30,CaaS-Node-Type-B,24.01,24.12,Northwest,0.868,1,360,0,False,none
2025-10-31,CaaS-Node-Type-B,23.12,24.01,Northeast,0.866,0,216,3,False,none
2025-10-31,CaaS-Node-Type-C,23.06,23.12,South_Central,0.889,0,343,2,False,none
2025-10-31,CaaS-Node-Type-B,24.01,24.06,Northwest,0.873,0,193,5,False,none
2025-11-01,CaaS-Node-Type-C,23.12,24.06,Midwest,0.906,0,299,8,False,none
2025-11-02,CaaS-Node-Type-B,23.12,24.06,Southwest,0.92,0,316,0,False,none
2025-11-02,CaaS-Node-Type-C,23.12,24.01,South_Central,0.942,0,229,1,False,none
2025-11-04,CaaS-Node-Type-B,24.01,24.12,Southeast,0.873,0,139,2,False,none
2025-11-05,CaaS-Node-Type-A,22.12,23.12,Southeast,0.881,0,166,12,True,minor
2025-11-05,CaaS-Node-Type-C,22.12,23.12,Midwest,0.916,0,152,0,False,none
2025-11-05,CaaS-Node-Type-A,24.01,24.06,Northwest,0.946,2,343,1,False,none
2025-11-05,CaaS-Node-Type-C,24.01,24.06,Midwest,0.938,1,285,2,False,none
2025-11-06,CaaS-Node-Type-B,23.06,23.12,South_Central,0.55,0,337,1,False,none
2025-11-06,CaaS-Node-Type-C,23.06,24.01,Northeast,0.874,0,191,2,False,none
2025-11-06,CaaS-Node-Type-A,24.01,24.12,South_Central,0.917,0,148,5,False,none
2025-11-06,CaaS-Node-Type-A,22.12,23.06,Midwest,0.935,1,228,0,False,none
2025-11-06,CaaS-Node-Type-A,24.01,24.06,Midwest,0.91,0,141,0,False,none
2025-11-06,CaaS-Node-Type-A,23.06,24.01,Southeast,0.949,0,121,3,False,none
2025-11-07,CaaS-Node-Type-B,22.12,23.12,Northeast,0.84,2,242,0,False,none
2025-11-07,CaaS-Node-Type-B,24.01,24.06,South_Central,0.873,0,228,0,False,none
2025-11-07,CaaS-Node-Type-B,24.01,24.06,Southeast,0.917,2,325,0,False,none
2025-11-08,CaaS-Node-Type-B,22.12,23.06,Northwest,0.874,0,316,1,False,none
2025-11-08,CaaS-Node-Type-B,24.06,24.12,Southeast,0.882,2,323,0,False,none
2025-11-08,CaaS-Node-Type-C,24.01,24.06,South_Central,0.944,0,264,1,False,none
2025-11-09,CaaS-Node-Type-A,24.01,24.06,Midwest,0.913,1,191,0,False,none
2025-11-09,CaaS-Node-Type-A,23.12,24.06,Northwest,0.947,2,167,2,False,none
2025-11-10,CaaS-Node-Type-A,23.12,24.06,Southwest,0.882,0,218,0,False,none
2025-11-10,CaaS-Node-Type-B,22.12,23.12,Southeast,0.865,0,242,2,False,none
2025-11-11,CaaS-Node-Type-C,23.06,23.12,Southwest,0.953,0,152,8,False,none
2025-11-11,CaaS-Node-Type-A,23.12,24.06,Midwest,0.884,2,344,1,False,none
2025-11-13,CaaS-Node-Type-A,24.01,24.12,Southeast,0.91,0,219,1,False,none
