site_id,region,state,lat,lon,site_type,device_type,current_firmware,target_firmware,device_age_months,incident_count_12m,last_cert_status,last_cert_date,schema_version,ansible_version,openshift_version,vendor_sla_tier,risk_score,risk_tier,wave_assignment
VZ-SO-TUS-14885,Southwest,AZ,32.6234,-110.6389,suburban,CaaS-Node-Type-A,24.01,24.12,38,0,CONDITIONAL_PASS,2025-07-08,v1.14.0,2.15.4,4.14.10,premium,0.124,low,wave_1
VZ-SO-HNL-14886,Southwest,HI,21.5268,-157.5729,suburban,CaaS-Node-Type-B,24.01,24.12,10,0,CONDITIONAL_PASS,2025-09-10,v1.14.0,2.14.10,4.14.10,standard,0.038,low,wave_1
VZ-SO-FAT-14887,Southwest,CA,36.7167,-119.7118,suburban,CaaS-Node-Type-B,24.06,24.12,48,0,PASS,2025-07-10,v1.15.0,2.13.7,4.15.5,premium,0.079,low,wave_1
VZ-SO-HNL-14888,Southwest,HI,21.6293,-157.8319,urban_macro,CaaS-Node-Type-C,23.12,24.12,41,0,PASS,2025-12-13,v1.14.0,2.14.3,4.12.4,standard,0.13,low,wave_1
VZ-SO-SAC-14889,Southwest,CA,38.558,-121.5111,urban_macro,CaaS-Node-Type-B,24.01,24.12,19,0,PASS,2025-10-01,v1.14.0,2.15.4,4.12.4,standard,0.161,low,wave_1
VZ-SO-SNA-14890,Southwest,CA,33.4915,-117.4277,dense_urban,CaaS-Node-Type-A,24.06,24.12,24,0,PASS,2025-09-07,v1.15.0,2.14.10,4.14.10,standard,0.137,low,wave_1
VZ-SO-LAS-14891,Southwest,NV,35.7589,-115.522,urban_macro,CaaS-Node-Type-C,23.12,24.12,28,1,PASS,2025-12-12,v1.14.0,2.15.1,4.13.8,standard,0.053,low,wave_1
VZ-SO-LAS-14892,Southwest,NV,36.3385,-114.795,urban_macro,CaaS-Node-Type-B,24.12,24.12,10,0,PASS,2025-12-26,v1.16.0,2.14.10,4.13.8,standard,0.07,low,wave_1
VZ-SO-SNA-14893,Southwest,CA,33.7288,-118.0863,urban_macro,CaaS-Node-Type-A,23.06,24.12,56,0,PASS,2025-12-02,v1.13.0,2.13.7,4.12.4,standard,0.155,low,wave_1
VZ-SO-HNL-14894,Southwest,HI,21.6049,-158.0523,suburban,CaaS-Node-Type-A,24.12,24.12,50,1,PASS,2025-09-01,v1.16.0,2.13.7,4.12.4,standard,0.073,low,wave_1
VZ-SO-ABQ-14895,Southwest,NM,34.6358,-106.232,urban_macro,CaaS-Node-Type-B,24.12,24.12,50,0,PASS,2025-08-21,v1.16.0,2.15.1,4.12.4,standard,0.187,low,wave_1
VZ-SO-SAC-14896,Southwest,CA,38.9706,-121.8397,urban_macro,CaaS-Node-Type-A,24.12,24.12,14,0,PASS,2025-08-17,v1.16.0,2.14.3,4.16.1,premium,0.136,low,wave_1
VZ-SO-LAS-14897,Southwest,NV,36.2917,-115.3092,rural_remote,CaaS-Node-Type-B,23.12,24.12,58,0,PASS,2025-08-28,v1.14.0,2.14.10,4.15.5,standard,0.194,low,wave_1
VZ-SO-LAS-14898,Southwest,NV,35.9811,-115.2371,suburban,CaaS-Node-Type-A,24.01,24.12,34,0,PASS,2025-08-06,v1.14.0,2.15.1,4.14.2,premium,0.023,low,wave_1
VZ-SO-LAX-14899,Southwest,CA,34.0663,-118.3467,suburban,CaaS-Node-Type-A,23.06,24.12,12,0,PASS,2025-12-05,v1.13.0,2.15.4,4.16.1,standard,0.096,low,wave_1
VZ-SO-FAT-14900,Southwest,CA,36.6296,-119.5344,urban_macro,CaaS-Node-Type-B,22.12,24.12,10,0,PASS,2025-12-22,v1.12.0,2.16.0,4.13.8,standard,0.175,low,wave_1
VZ-SO-ABQ-14901,Southwest,NM,34.75,-106.6411,suburban,CaaS-Node-Type-A,23.12,24.12,29,0,PASS,2025-10-15,v1.14.0,2.13.7,4.14.10,standard,0.139,low,wave_1
VZ-SO-LAS-14902,Southwest,NV,35.9297,-115.2603,rural_remote,CaaS-Node-Type-C,23.12,24.12,46,0,PASS,2025-11-22,v1.14.0,2.13.7,4.15.5,premium,0.123,low,wave_1
VZ-SO-TUS-14903,Southwest,AZ,32.031,-111.088,suburban,CaaS-Node-Type-C,24.01,24.12,47,0,PASS,2025-12-17,v1.14.0,2.13.7,4.12.4,premium,0.117,low,wave_1
VZ-SO-HNL-14904,Southwest,HI,20.9109,-158.3033,rural_remote,CaaS-Node-Type-A,23.06,24.12,51,0,PASS,2025-10-02,v1.13.0,2.16.0,4.14.10,standard,0.068,low,wave_1
VZ-SO-COS-14905,Southwest,CO,39.078,-104.6006,dense_urban,CaaS-Node-Type-B,23.06,24.12,29,0,PASS,2025-07-13,v1.13.0,2.15.1,4.12.4,standard,0.051,low,wave_1
VZ-SO-COS-14906,Southwest,CO,39.2174,-105.2437,suburban,CaaS-Node-Type-C,24.06,24.12,10,0,PASS,2025-11-02,v1.15.0,2.16.0,4.14.2,premium,0.037,low,wave_1
VZ-SO-DEN-14907,Southwest,CO,40.1346,-105.2512,urban_macro,CaaS-Node-Type-A,24.12,24.12,17,0,PASS,2025-09-18,v1.16.0,2.13.7,4.15.5,standard,0.198,low,wave_1
VZ-SO-ABQ-14908,Southwest,NM,35.1321,-106.4819,suburban,CaaS-Node-Type-C,24.06,24.12,21,0,PASS,2025-07-12,v1.15.0,2.13.7,4.15.5,standard,0.077,low,wave_1
VZ-SO-LAX-14909,Southwest,CA,33.9862,-118.4228,urban_macro,CaaS-Node-Type-A,24.06,24.12,40,1,PASS,2025-08-22,v1.15.0,2.14.3,4.13.8,standard,0.118,low,wave_1
VZ-SO-RNO-14910,Southwest,NV,39.4392,-120.0511,urban_macro,CaaS-Node-Type-A,24.01,24.12,43,0,CONDITIONAL_PASS,2025-08-11,v1.14.0,2.16.0,4.12.4,standard,0.04,low,wave_1
VZ-SO-ABQ-14911,Southwest,NM,34.6781,-106.4727,urban_macro,CaaS-Node-Type-A,22.12,24.12,35,0,PASS,2025-08-16,v1.12.0,2.15.1,4.16.1,standard,0.154,low,wave_1
VZ-SO-ABQ-14912,Southwest,NM,34.9856,-106.772,urban_macro,CaaS-Node-Type-A,24.06,24.12,37,0,PASS,2025-12-03,v1.15.0,2.13.7,4.15.5,standard,0.193,low,wave_1
VZ-SO-HNL-14913,Southwest,HI,21.5753,-157.7832,urban_macro,CaaS-Node-Type-A,24.12,24.12,8,0,PASS,2025-07-20,v1.16.0,2.13.7,4.14.2,platinum,0.157,low,wave_1
VZ-SO-LAX-14914,Southwest,CA,34.0445,-117.8945,suburban,CaaS-Node-Type-B,23.12,24.12,52,0,PASS,2025-11-27,v1.14.0,2.16.0,4.14.10,standard,0.053,low,wave_1
VZ-SO-FAT-14915,Southwest,CA,36.7474,-119.4924,urban_macro,CaaS-Node-Type-B,24.01,24.12,13,0,PASS,2025-11-16,v1.14.0,2.14.10,4.14.10,standard,0.026,low,wave_1
VZ-SO-HNL-14916,Southwest,HI,21.4951,-158.2602,suburban,CaaS-Node-Type-B,24.06,24.12,24,0,PASS,2025-10-11,v1.15.0,2.13.7,4.16.1,standard,0.196,low,wave_1
VZ-SO-SLC-14917,Southwest,UT,40.5562,-111.9428,rural_remote,CaaS-Node-Type-C,24.12,24.12,14,0,PASS,2025-07-24,v1.16.0,2.15.1,4.15.5,standard,0.065,low,wave_1
VZ-SO-LAX-14918,Southwest,CA,34.3162,-118.3546,suburban,CaaS-Node-Type-A,24.06,24.12,20,0,PASS,2025-07-19,v1.15.0,2.15.4,4.14.2,standard,0.163,low,wave_1
VZ-SO-SLC-14919,Southwest,UT,40.4724,-111.9067,urban_macro,CaaS-Node-Type-A,24.01,24.12,47,1,PASS,2025-09-25,v1.14.0,2.15.1,4.12.4,platinum,0.137,low,wave_1
VZ-SO-SAF-14920,Southwest,NM,36.0234,-106.0146,suburban,CaaS-Node-Type-A,23.12,24.12,24,0,PASS,2025-11-05,v1.14.0,2.15.1,4.14.10,standard,0.166,low,wave_1
VZ-SO-SAN-14921,Southwest,CA,32.6052,-117.5549,urban_macro,CaaS-Node-Type-B,23.12,24.12,30,0,PASS,2025-09-13,v1.14.0,2.14.3,4.15.5,standard,0.136,low,wave_1
VZ-SO-DEN-14922,Southwest,CO,39.3369,-104.5517,urban_macro,CaaS-Node-Type-A,23.12,24.12,51,0,PASS,2025-12-21,v1.14.0,2.15.1,4.14.2,standard,0.05,low,wave_1
VZ-SO-SAF-14923,Southwest,NM,35.5075,-106.184,suburban,CaaS-Node-Type-B,23.06,24.12,23,0,PASS,2025-08-12,v1.13.0,2.14.3,4.14.2,standard,0.156,low,wave_1
VZ-SO-SAN-14924,Southwest,CA,32.9215,-117.5588,dense_urban,CaaS-Node-Type-C,24.06,24.12,18,0,PASS,2025-09-26,v1.15.0,2.13.7,4.15.5,standard,0.098,low,wave_1
VZ-SO-HNL-14925,Southwest,HI,21.4647,-157.9874,urban_macro,CaaS-Node-Type-C,23.12,24.12,28,0,PASS,2025-10-14,v1.14.0,2.13.7,4.15.5,standard,0.14,low,wave_1
VZ-SO-DEN-14926,Southwest,CO,39.6237,-105.1623,rural_remote,CaaS-Node-Type-B,23.12,24.12,56,0,PASS,2025-10-15,v1.14.0,2.16.0,4.15.5,standard,0.086,low,wave_1
VZ-SO-SAF-14927,Southwest,NM,35.4596,-105.6606,suburban,CaaS-Node-Type-C,24.12,24.12,54,0,PASS,2025-12-02,v1.16.0,2.16.0,4.12.4,platinum,0.188,low,wave_1
VZ-SO-SLC-14928,Southwest,UT,40.3217,-112.1564,dense_urban,CaaS-Node-Type-B,24.01,24.12,34,0,PASS,2025-10-20,v1.14.0,2.14.10,4.12.4,premium,0.2,low,wave_1
VZ-SO-DEN-14929,Southwest,CO,39.8827,-104.9336,urban_macro,CaaS-Node-Type-A,24.12,24.12,35,0,PASS,2025-09-04,v1.16.0,2.16.0,4.14.10,standard,0.072,low,wave_1
VZ-SO-FAT-14930,Southwest,CA,36.8594,-119.6401,urban_macro,CaaS-Node-Type-B,24.12,24.12,33,0,PASS,2025-11-28,v1.16.0,2.14.3,4.14.10,standard,0.196,low,wave_1
VZ-SO-COS-14931,Southwest,CO,38.7417,-104.7061,suburban,CaaS-Node-Type-B,24.12,24.12,45,0,PASS,2025-12-28,v1.16.0,2.16.0,4.15.5,premium,0.042,low,wave_1
VZ-SO-HNL-14932,Southwest,HI,21.717,-157.8636,urban_macro,CaaS-Node-Type-C,24.12,24.12,51,0,PASS,2025-09-24,v1.16.0,2.15.1,4.16.1,standard,0.09,low,wave_1
VZ-SO-SNA-14933,Southwest,CA,33.6259,-117.7462,urban_macro,CaaS-Node-Type-C,23.06,24.12,35,0,PASS,2025-09-23,v1.13.0,2.16.0,4.12.4,standard,0.106,low,wave_1
VZ-SO-FAT-14934,Southwest,CA,36.988,-120.0781,suburban,CaaS-Node-Type-C,24.06,24.12,42,1,PASS,2025-09-21,v1.15.0,2.15.4,4.14.10,standard,0.172,low,wave_1
VZ-SO-SAF-14935,Southwest,NM,35.8129,-105.6849,urban_macro,CaaS-Node-Type-B,24.06,24.12,8,0,PASS,2025-09-10,v1.15.0,2.14.3,4.12.4,standard,0.097,low,wave_1
VZ-SO-DEN-14936,Southwest,CO,40.1682,-105.4383,urban_macro,CaaS-Node-Type-A,23.06,24.12,20,1,PASS,2025-08-23,v1.13.0,2.16.0,4.12.4,premium,0.068,low,wave_1
VZ-SO-LAX-14937,Southwest,CA,33.9627,-117.9333,urban_macro,CaaS-Node-Type-B,23.12,24.12,34,0,PASS,2025-08-07,v1.14.0,2.16.0,4.12.4,standard,0.031,low,wave_1
VZ-SO-SNA-14938,Southwest,CA,33.2692,-117.8147,suburban,CaaS-Node-Type-B,24.06,24.12,49,0,PASS,2025-12-11,v1.15.0,2.14.3,4.12.4,standard,0.118,low,wave_1
VZ-SO-SNA-14939,Southwest,CA,34.0149,-117.8826,dense_urban,CaaS-Node-Type-C,23.12,24.12,46,0,PASS,2025-12-13,v1.14.0,2.14.10,4.15.5,standard,0.19,low,wave_1
VZ-SO-TUS-14940,Southwest,AZ,32.3084,-111.2839,suburban,CaaS-Node-Type-B,23.12,24.12,58,0,PASS,2025-08-26,v1.14.0,2.13.7,4.15.5,premium,0.095,low,wave_1
VZ-SO-FAT-14941,Southwest,CA,36.4035,-119.6247,urban_macro,CaaS-Node-Type-A,24.01,24.12,55,0,PASS,2025-10-28,v1.14.0,2.14.3,4.12.4,standard,0.1,low,wave_1
VZ-SO-HNL-14942,Southwest,HI,21.1334,-157.5378,urban_macro,CaaS-Node-Type-B,24.01,24.12,55,1,PASS,2025-11-22,v1.14.0,2.15.4,4.16.1,premium,0.105,low,wave_1
VZ-SO-LAS-14943,Southwest,NV,35.8099,-115.3071,urban_macro,CaaS-Node-Type-A,23.06,24.12,24,0,PASS,2025-10-11,v1.13.0,2.15.1,4.13.8,premium,0.028,low,wave_1
VZ-SO-COS-14944,Southwest,CO,38.4183,-104.5193,rural_remote,CaaS-Node-Type-B,24.06,24.12,28,0,PASS,2025-11-03,v1.15.0,2.16.0,4.15.5,platinum,0.187,low,wave_1
VZ-SO-HNL-14945,Southwest,HI,21.621,-157.6638,urban_macro,CaaS-Node-Type-A,24.01,24.12,17,0,PASS,2025-09-19,v1.14.0,2.15.4,4.14.10,standard,0.085,low,wave_1
VZ-SO-SLC-14946,Southwest,UT,41.0171,-111.4965,urban_macro,CaaS-Node-Type-A,22.12,24.12,9,1,CONDITIONAL_PASS,2025-07-05,v1.12.0,2.14.3,4.14.2,standard,0.022,low,wave_1
VZ-SO-SLC-14947,Southwest,UT,41.1545,-112.3205,urban_macro,CaaS-Node-Type-A,23.12,24.12,31,0,PASS,2025-08-26,v1.14.0,2.16.0,4.13.8,standard,0.115,low,wave_1
VZ-SO-FAT-14948,Southwest,CA,36.7706,-119.843,suburban,CaaS-Node-Type-A,23.12,24.12,22,0,PASS,2025-07-07,v1.14.0,2.14.10,4.15.5,standard,0.064,low,wave_1
VZ-SO-LAX-14949,Southwest,CA,34.088,-118.6454,urban_macro,CaaS-Node-Type-C,24.06,24.12,55,0,PASS,2025-10-08,v1.15.0,2.14.10,4.13.8,standard,0.197,low,wave_1
VZ-SO-SLC-14950,Southwest,UT,40.4622,-111.7397,urban_macro,CaaS-Node-Type-B,24.01,24.12,35,1,PASS,2025-11-18,v1.14.0,2.14.3,4.13.8,standard,0.127,low,wave_1
VZ-SO-LAX-14951,Southwest,CA,34.4999,-118.1398,urban_macro,CaaS-Node-Type-A,22.12,24.12,11,0,PASS,2025-11-27,v1.12.0,2.14.10,4.14.10,premium,0.057,low,wave_1
VZ-SO-SNA-14952,Southwest,CA,33.8811,-117.8068,urban_macro,CaaS-Node-Type-A,24.01,24.12,54,0,PASS,2025-08-10,v1.14.0,2.14.3,4.14.2,premium,0.112,low,wave_1
VZ-SO-HNL-14953,Southwest,HI,21.5675,-157.679,urban_macro,CaaS-Node-Type-A,24.01,24.12,12,0,PASS,2025-07-19,v1.14.0,2.14.3,4.13.8,standard,0.162,low,wave_1
VZ-SO-PHX-14954,Southwest,AZ,33.7845,-112.2191,suburban,CaaS-Node-Type-C,24.01,24.12,42,0,PASS,2025-12-14,v1.14.0,2.14.3,4.16.1,premium,0.152,low,wave_1
VZ-SO-HNL-14955,Southwest,HI,21.4578,-158.0792,suburban,CaaS-Node-Type-C,24.01,24.12,18,0,CONDITIONAL_PASS,2025-09-22,v1.14.0,2.14.3,4.14.10,standard,0.142,low,wave_1
VZ-SO-RNO-14956,Southwest,NV,39.5256,-120.2031,urban_macro,CaaS-Node-Type-A,22.12,24.12,30,0,PASS,2025-10-08,v1.12.0,2.13.7,4.14.10,premium,0.073,low,wave_1
VZ-SO-COS-14957,Southwest,CO,38.57,-104.523,dense_urban,CaaS-Node-Type-B,24.01,24.12,34,0,PASS,2025-08-15,v1.14.0,2.13.7,4.14.2,premium,0.161,low,wave_1
VZ-SO-SAC-14958,Southwest,CA,38.7269,-121.1815,rural_remote,CaaS-Node-Type-B,24.12,24.12,31,1,CONDITIONAL_PASS,2025-12-19,v1.16.0,2.15.1,4.13.8,standard,0.043,low,wave_1
VZ-SO-SAN-14959,Southwest,CA,32.9711,-117.4508,urban_macro,CaaS-Node-Type-B,23.12,24.12,35,1,PASS,2025-08-25,v1.14.0,2.15.1,4.16.1,premium,0.07,low,wave_1
VZ-SO-LAS-14960,Southwest,NV,36.173,-115.1146,dense_urban,CaaS-Node-Type-B,23.12,24.12,32,0,PASS,2025-08-04,v1.14.0,2.13.7,4.15.5,standard,0.077,low,wave_1
VZ-SO-COS-14961,Southwest,CO,39.2712,-104.5155,urban_macro,CaaS-Node-Type-A,23.06,24.12,31,0,PASS,2025-11-05,v1.13.0,2.16.0,4.14.10,standard,0.121,low,wave_1
VZ-SO-DEN-14962,Southwest,CO,39.916,-104.8316,urban_macro,CaaS-Node-Type-A,23.12,24.12,58,0,PASS,2025-08-11,v1.14.0,2.13.7,4.16.1,standard,0.166,low,wave_1
VZ-SO-SAF-14963,Southwest,NM,35.8585,-105.9561,dense_urban,CaaS-Node-Type-B,24.06,24.12,45,0,PASS,2025-09-07,v1.15.0,2.14.3,4.15.5,standard,0.178,low,wave_1
VZ-SO-SAF-14964,Southwest,NM,35.7876,-105.5889,suburban,CaaS-Node-Type-B,24.01,24.12,45,0,PASS,2025-11-27,v1.14.0,2.16.0,4.14.10,premium,0.106,low,wave_1
VZ-SO-SAC-14965,Southwest,CA,38.9997,-121.5783,suburban,CaaS-Node-Type-C,24.12,24.12,38,1,PASS,2025-11-05,v1.16.0,2.13.7,4.15.5,standard,0.134,low,wave_1
VZ-SO-LAX-14966,Southwest,CA,34.3887,-118.0709,suburban,CaaS-Node-Type-C,23.06,24.12,57,0,PASS,2025-11-20,v1.13.0,2.14.3,4.14.2,standard,0.105,low,wave_1
VZ-SO-SAC-14967,Southwest,CA,38.5001,-121.2807,rural_remote,CaaS-Node-Type-A,24.06,24.12,32,0,PASS,2025-11-14,v1.15.0,2.13.7,4.12.4,standard,0.107,low,wave_1
VZ-SO-TUS-14968,Southwest,AZ,31.7893,-111.358,urban_macro,CaaS-Node-Type-C,23.06,24.12,56,0,PASS,2025-09-01,v1.13.0,2.15.1,4.13.8,standard,0.041,low,wave_1
VZ-SO-FAT-14969,Southwest,CA,36.419,-119.965,urban_macro,CaaS-Node-Type-B,24.12,24.12,19,1,PASS,2025-08-16,v1.16.0,2.13.7,4.12.4,standard,0.063,low,wave_1
VZ-SO-ABQ-14970,Southwest,NM,35.0572,-106.9866,urban_macro,CaaS-Node-Type-A,23.12,24.12,18,0,CONDITIONAL_PASS,2025-10-26,v1.14.0,2.15.1,4.16.1,premium,0.146,low,wave_1
VZ-SO-LAS-14971,Southwest,NV,35.9136,-115.4225,urban_macro,CaaS-Node-Type-A,23.06,24.12,38,0,PASS,2025-10-06,v1.13.0,2.14.10,4.12.4,standard,0.164,low,wave_1
VZ-SO-RNO-14972,Southwest,NV,39.8093,-120.2365,urban_macro,CaaS-Node-Type-A,24.06,24.12,13,0,PASS,2025-07-01,v1.15.0,2.16.0,4.13.8,standard,0.032,low,wave_1
VZ-SO-LAX-14973,Southwest,CA,33.769,-118.4322,suburban,CaaS-Node-Type-B,23.12,24.12,50,0,PASS,2025-11-05,v1.14.0,2.14.10,4.14.2,standard,0.048,low,wave_1
VZ-SO-SLC-14974,Southwest,UT,40.4352,-112.0341,suburban,CaaS-Node-Type-A,23.12,24.12,48,0,PASS,2025-10-04,v1.14.0,2.16.0,4.14.2,premium,0.16,low,wave_1
VZ-SO-HNL-14975,Southwest,HI,21.0311,-158.3015,suburban,CaaS-Node-Type-A,24.01,24.12,45,0,PASS,2025-12-03,v1.14.0,2.14.10,4.15.5,premium,0.032,low,wave_1
VZ-SO-TUS-14976,Southwest,AZ,32.0201,-111.4154,urban_macro,CaaS-Node-Type-B,24.06,24.12,22,0,PASS,2025-11-22,v1.15.0,2.16.0,4.14.10,standard,0.039,low,wave_1
VZ-SO-SLC-14977,Southwest,UT,40.6244,-112.231,urban_macro,CaaS-Node-Type-B,23.06,24.12,50,0,PASS,2025-09-27,v1.13.0,2.15.1,4.13.8,premium,0.183,low,wave_1
VZ-SO-COS-14978,Southwest,CO,38.9657,-105.0817,urban_macro,CaaS-Node-Type-B,24.01,24.12,55,0,PASS,2025-08-24,v1.14.0,2.16.0,4.12.4,standard,0.044,low,wave_1
VZ-SO-SAN-14979,Southwest,CA,32.9647,-117.0328,urban_macro,CaaS-Node-Type-A,24.01,24.12,25,0,PASS,2025-09-04,v1.14.0,2.14.10,4.13.8,premium,0.084,low,wave_1
VZ-SO-SAF-14980,Southwest,NM,35.454,-105.8286,suburban,CaaS-Node-Type-A,24.01,24.12,20,1,PASS,2025-09-05,v1.14.0,2.14.3,4.13.8,standard,0.039,low,wave_1
VZ-SO-DEN-14981,Southwest,CO,39.7036,-105.4183,suburban,CaaS-Node-Type-C,23.06,24.12,38,0,PASS,2025-08-03,v1.13.0,2.14.10,4.12.4,premium,0.036,low,wave_1
VZ-SO-COS-14982,Southwest,CO,38.4879,-104.7223,dense_urban,CaaS-Node-Type-B,24.01,24.12,34,0,PASS,2025-07-17,v1.14.0,2.13.7,4.12.4,premium,0.164,low,wave_1
VZ-SO-COS-14983,Southwest,CO,38.4952,-104.7876,suburban,CaaS-Node-Type-B,23.06,24.12,49,0,PASS,2025-10-05,v1.13.0,2.14.10,4.14.2,standard,0.027,low,wave_1
VZ-SO-COS-14984,Southwest,CO,38.4197,-105.069,dense_urban,CaaS-Node-Type-A,22.12,24.12,58,0,PASS,2025-07-14,v1.12.0,2.15.4,4.14.10,premium,0.197,low,wave_1
VZ-SO-SFO-14985,Southwest,CA,38.0414,-122.0968,urban_macro,CaaS-Node-Type-A,24.06,24.12,9,0,PASS,2025-09-08,v1.15.0,2.14.3,4.14.10,standard,0.163,low,wave_1
VZ-SO-DEN-14986,Southwest,CO,40.0198,-105.262,dense_urban,CaaS-Node-Type-B,23.06,24.12,23,1,PASS,2025-10-23,v1.13.0,2.16.0,4.14.10,premium,0.032,low,wave_1
VZ-SO-DEN-14987,Southwest,CO,39.9764,-104.9641,urban_macro,CaaS-Node-Type-C,23.12,24.12,36,1,PASS,2025-07-08,v1.14.0,2.15.4,4.16.1,standard,0.154,low,wave_1
VZ-SO-SAC-14988,Southwest,CA,38.1337,-121.9131,urban_macro,CaaS-Node-Type-A,24.01,24.12,17,0,PASS,2025-09-19,v1.14.0,2.16.0,4.13.8,premium,0.174,low,wave_1
VZ-SO-FAT-14989,Southwest,CA,36.7589,-120.2098,suburban,CaaS-Node-Type-C,23.06,24.12,27,0,CONDITIONAL_PASS,2025-12-08,v1.13.0,2.16.0,4.14.10,standard,0.129,low,wave_1
VZ-SO-SAC-14990,Southwest,CA,38.3567,-121.356,dense_urban,CaaS-Node-Type-B,24.01,24.12,51,0,PASS,2025-12-22,v1.14.0,2.15.1,4.15.5,standard,0.098,low,wave_1
VZ-SO-SAC-14991,Southwest,CA,38.7425,-121.4827,rural_remote,CaaS-Node-Type-C,24.06,24.12,26,0,PASS,2025-12-25,v1.15.0,2.14.10,4.16.1,platinum,0.052,low,wave_1
VZ-SO-SFO-14992,Southwest,CA,38.075,-122.0018,suburban,CaaS-Node-Type-A,24.01,24.12,29,0,PASS,2025-08-10,v1.14.0,2.16.0,4.14.10,premium,0.12,low,wave_1
VZ-SO-SAC-14993,Southwest,CA,38.511,-121.8984,suburban,CaaS-Node-Type-B,24.12,24.12,27,0,PASS,2025-11-25,v1.16.0,2.15.1,4.15.5,platinum,0.145,low,wave_1
VZ-SO-ABQ-14994,Southwest,NM,34.786,-106.4278,suburban,CaaS-Node-Type-A,24.01,24.12,27,0,CONDITIONAL_PASS,2025-08-22,v1.14.0,2.14.3,4.12.4,premium,0.152,low,wave_1
VZ-SO-SAN-14995,Southwest,CA,33.0988,-117.2582,urban_macro,CaaS-Node-Type-A,23.06,24.12,30,0,PASS,2025-10-27,v1.13.0,2.14.3,4.12.4,premium,0.154,low,wave_1
VZ-SO-PHX-14996,Southwest,AZ,33.4108,-111.6727,urban_macro,CaaS-Node-Type-B,23.12,24.12,33,0,PASS,2025-12-25,v1.14.0,2.13.7,4.14.2,standard,0.039,low,wave_1
VZ-SO-LAX-14997,Southwest,CA,33.999,-118.3118,suburban,CaaS-Node-Type-C,23.06,24.12,46,1,PASS,2025-08-28,v1.13.0,2.15.1,4.15.5,platinum,0.078,low,wave_1
VZ-SO-PHX-14998,Southwest,AZ,33.746,-112.3452,urban_macro,CaaS-Node-Type-A,24.06,24.12,38,1,PASS,2025-10-27,v1.15.0,2.16.0,4.16.1,standard,0.116,low,wave_1
VZ-SO-SNA-14999,Southwest,CA,33.8959,-117.5093,urban_macro,CaaS-Node-Type-A,24.06,24.12,23,0,PASS,2025-10-19,v1.15.0,2.15.1,4.12.4,standard,0.106,low,wave_1
VZ-SO-LAS-15000,Southwest,NV,36.5577,-115.4102,rural_remote,CaaS-Node-Type-C,23.12,24.12,18,0,PASS,2025-12-25,v1.14.0,2.16.0,4.14.10,standard,0.188,low,wave_1
VZ-SO-ABQ-15001,Southwest,NM,34.7986,-106.5483,dense_urban,CaaS-Node-Type-C,24.12,24.12,47,0,PASS,2025-12-06,v1.16.0,2.15.1,4.16.1,standard,0.155,low,wave_1
VZ-SO-FAT-15002,Southwest,CA,36.9976,-119.3796,suburban,CaaS-Node-Type-C,24.01,24.12,57,0,PASS,2025-10-24,v1.14.0,2.15.4,4.14.10,standard,0.15,low,wave_1
VZ-SO-ABQ-15003,Southwest,NM,35.5297,-106.3365,urban_macro,CaaS-Node-Type-A,24.01,24.12,16,1,PASS,2025-08-27,v1.14.0,2.14.10,4.13.8,platinum,0.099,low,wave_1
VZ-SO-HNL-15004,Southwest,HI,21.0195,-157.9057,suburban,CaaS-Node-Type-C,23.06,24.12,51,0,PASS,2025-09-06,v1.13.0,2.15.4,4.14.2,platinum,0.162,low,wave_1
VZ-SO-SAC-15005,Southwest,CA,38.5931,-121.7154,rural_remote,CaaS-Node-Type-B,23.06,24.12,54,0,PASS,2025-09-28,v1.13.0,2.15.1,4.14.2,premium,0.03,low,wave_1
VZ-SO-PHX-15006,Southwest,AZ,33.71,-112.2072,suburban,CaaS-Node-Type-C,24.01,24.12,22,0,PASS,2025-10-15,v1.14.0,2.14.10,4.14.2,standard,0.031,low,wave_1
VZ-SO-SNA-15007,Southwest,CA,33.3174,-117.4636,rural_remote,CaaS-Node-Type-B,24.06,24.12,40,1,PASS,2025-09-03,v1.15.0,2.16.0,4.13.8,standard,0.139,low,wave_1
VZ-SO-DEN-15008,Southwest,CO,39.511,-104.7178,urban_macro,CaaS-Node-Type-C,24.01,24.12,40,1,PASS,2025-09-28,v1.14.0,2.15.1,4.15.5,premium,0.053,low,wave_1
VZ-SO-DEN-15009,Southwest,CO,39.8502,-105.0961,urban_macro,CaaS-Node-Type-B,24.06,24.12,18,0,PASS,2025-11-27,v1.15.0,2.14.3,4.13.8,platinum,0.126,low,wave_1
VZ-SO-PHX-15010,Southwest,AZ,33.7202,-111.6544,urban_macro,CaaS-Node-Type-A,23.06,24.12,27,0,CONDITIONAL_PASS,2025-09-12,v1.13.0,2.14.3,4.15.5,standard,0.148,low,wave_1
VZ-SO-ABQ-15011,Southwest,NM,34.9198,-107.0227,rural_remote,CaaS-Node-Type-C,24.01,24.12,32,0,CONDITIONAL_PASS,2025-12-24,v1.14.0,2.14.10,4.12.4,standard,0.129,low,wave_1
VZ-SO-TUS-15012,Southwest,AZ,31.8434,-111.3403,suburban,CaaS-Node-Type-B,22.12,24.12,54,0,PASS,2025-07-03,v1.12.0,2.14.10,4.13.8,standard,0.181,low,wave_1
